"column_number","column_name","column_label","column_class","has_missing","unique_values"
891,"v2clslavef_codelow","Freedom from forced labor for women","numeric",TRUE,1134
892,"v2clslavef_codehigh","Freedom from forced labor for women","numeric",TRUE,1172
893,"v2clslavef_sd","Freedom from forced labor for women","numeric",TRUE,460
894,"v2clslavef_osp","Freedom from forced labor for women","numeric",TRUE,1071
895,"v2clslavef_osp_codelow","Freedom from forced labor for women","numeric",TRUE,1099
896,"v2clslavef_osp_codehigh","Freedom from forced labor for women","numeric",TRUE,1033
897,"v2clslavef_osp_sd","Freedom from forced labor for women","numeric",TRUE,363
898,"v2clslavef_ord","Freedom from forced labor for women","haven_labelled, vctrs_vctr, double",TRUE,6
899,"v2clslavef_ord_codelow","Freedom from forced labor for women","numeric",TRUE,6
900,"v2clslavef_ord_codehigh","Freedom from forced labor for women","numeric",TRUE,6
901,"v2clslavef_mean","Freedom from forced labor for women","numeric",TRUE,200
902,"v2clslavef_nr","Freedom from forced labor for women","numeric",TRUE,22
903,"v2cltrnslw","Transparent laws with predictable enforcement","numeric",TRUE,1763
904,"v2cltrnslw_codelow","Transparent laws with predictable enforcement","numeric",TRUE,1781
905,"v2cltrnslw_codehigh","Transparent laws with predictable enforcement","numeric",TRUE,1771
906,"v2cltrnslw_sd","Transparent laws with predictable enforcement","numeric",TRUE,528
907,"v2cltrnslw_osp","Transparent laws with predictable enforcement","numeric",TRUE,1610
908,"v2cltrnslw_osp_codelow","Transparent laws with predictable enforcement","numeric",TRUE,1622
909,"v2cltrnslw_osp_codehigh","Transparent laws with predictable enforcement","numeric",TRUE,1579
910,"v2cltrnslw_osp_sd","Transparent laws with predictable enforcement","numeric",TRUE,387
911,"v2cltrnslw_ord","Transparent laws with predictable enforcement","haven_labelled, vctrs_vctr, double",TRUE,6
912,"v2cltrnslw_ord_codelow","Transparent laws with predictable enforcement","numeric",TRUE,6
913,"v2cltrnslw_ord_codehigh","Transparent laws with predictable enforcement","numeric",TRUE,6
914,"v2cltrnslw_mean","Transparent laws with predictable enforcement","numeric",TRUE,287
915,"v2cltrnslw_nr","Transparent laws with predictable enforcement","numeric",TRUE,22
916,"v2clrspct","Rigorous and impartial public administration","numeric",TRUE,1831
917,"v2clrspct_codelow","Rigorous and impartial public administration","numeric",TRUE,1826
918,"v2clrspct_codehigh","Rigorous and impartial public administration","numeric",TRUE,1816
919,"v2clrspct_sd","Rigorous and impartial public administration","numeric",TRUE,532
920,"v2clrspct_osp","Rigorous and impartial public administration","numeric",TRUE,1640
921,"v2clrspct_osp_codelow","Rigorous and impartial public administration","numeric",TRUE,1624
922,"v2clrspct_osp_codehigh","Rigorous and impartial public administration","numeric",TRUE,1656
923,"v2clrspct_osp_sd","Rigorous and impartial public administration","numeric",TRUE,369
924,"v2clrspct_ord","Rigorous and impartial public administration","haven_labelled, vctrs_vctr, double",TRUE,6
925,"v2clrspct_ord_codelow","Rigorous and impartial public administration","numeric",TRUE,6
926,"v2clrspct_ord_codehigh","Rigorous and impartial public administration","numeric",TRUE,6
927,"v2clrspct_mean","Rigorous and impartial public administration","numeric",TRUE,297
928,"v2clrspct_nr","Rigorous and impartial public administration","numeric",TRUE,22
929,"v2clacjstm","Access to justice for men","numeric",TRUE,1441
930,"v2clacjstm_codelow","Access to justice for men","numeric",TRUE,1438
931,"v2clacjstm_codehigh","Access to justice for men","numeric",TRUE,1428
932,"v2clacjstm_sd","Access to justice for men","numeric",TRUE,469
933,"v2clacjstm_osp","Access to justice for men","numeric",TRUE,1332
934,"v2clacjstm_osp_codelow","Access to justice for men","numeric",TRUE,1351
935,"v2clacjstm_osp_codehigh","Access to justice for men","numeric",TRUE,1304
936,"v2clacjstm_osp_sd","Access to justice for men","numeric",TRUE,323
937,"v2clacjstm_ord","Access to justice for men","haven_labelled, vctrs_vctr, double",TRUE,6
938,"v2clacjstm_ord_codelow","Access to justice for men","numeric",TRUE,6
939,"v2clacjstm_ord_codehigh","Access to justice for men","numeric",TRUE,6
940,"v2clacjstm_mean","Access to justice for men","numeric",TRUE,254
941,"v2clacjstm_nr","Access to justice for men","numeric",TRUE,22
942,"v2clacjstw","Access to justice for women","numeric",TRUE,1439
943,"v2clacjstw_codelow","Access to justice for women","numeric",TRUE,1433
944,"v2clacjstw_codehigh","Access to justice for women","numeric",TRUE,1443
945,"v2clacjstw_sd","Access to justice for women","numeric",TRUE,479
946,"v2clacjstw_osp","Access to justice for women","numeric",TRUE,1339
947,"v2clacjstw_osp_codelow","Access to justice for women","numeric",TRUE,1318
948,"v2clacjstw_osp_codehigh","Access to justice for women","numeric",TRUE,1310
949,"v2clacjstw_osp_sd","Access to justice for women","numeric",TRUE,339
950,"v2clacjstw_ord","Access to justice for women","haven_labelled, vctrs_vctr, double",TRUE,6
951,"v2clacjstw_ord_codelow","Access to justice for women","numeric",TRUE,6
952,"v2clacjstw_ord_codehigh","Access to justice for women","numeric",TRUE,6
953,"v2clacjstw_mean","Access to justice for women","numeric",TRUE,249
954,"v2clacjstw_nr","Access to justice for women","numeric",TRUE,22
955,"v2clacjust","Social class equality in respect for civil liberty","numeric",TRUE,1250
956,"v2clacjust_codelow","Social class equality in respect for civil liberty","numeric",TRUE,1222
957,"v2clacjust_codehigh","Social class equality in respect for civil liberty","numeric",TRUE,1228
958,"v2clacjust_sd","Social class equality in respect for civil liberty","numeric",TRUE,519
959,"v2clacjust_osp","Social class equality in respect for civil liberty","numeric",TRUE,1196
960,"v2clacjust_osp_codelow","Social class equality in respect for civil liberty","numeric",TRUE,1128
961,"v2clacjust_osp_codehigh","Social class equality in respect for civil liberty","numeric",TRUE,1202
962,"v2clacjust_osp_sd","Social class equality in respect for civil liberty","numeric",TRUE,367
963,"v2clacjust_ord","Social class equality in respect for civil liberty","haven_labelled, vctrs_vctr, double",TRUE,6
964,"v2clacjust_ord_codelow","Social class equality in respect for civil liberty","numeric",TRUE,6
965,"v2clacjust_ord_codehigh","Social class equality in respect for civil liberty","numeric",TRUE,6
966,"v2clacjust_mean","Social class equality in respect for civil liberty","numeric",TRUE,237
967,"v2clacjust_nr","Social class equality in respect for civil liberty","numeric",TRUE,21
968,"v2clsocgrp","Social group equality in respect for civil liberties","numeric",TRUE,1306
969,"v2clsocgrp_codelow","Social group equality in respect for civil liberties","numeric",TRUE,1288
970,"v2clsocgrp_codehigh","Social group equality in respect for civil liberties","numeric",TRUE,1318
971,"v2clsocgrp_sd","Social group equality in respect for civil liberties","numeric",TRUE,504
972,"v2clsocgrp_osp","Social group equality in respect for civil liberties","numeric",TRUE,1272
973,"v2clsocgrp_osp_codelow","Social group equality in respect for civil liberties","numeric",TRUE,1226
974,"v2clsocgrp_osp_codehigh","Social group equality in respect for civil liberties","numeric",TRUE,1205
975,"v2clsocgrp_osp_sd","Social group equality in respect for civil liberties","numeric",TRUE,415
976,"v2clsocgrp_ord","Social group equality in respect for civil liberties","haven_labelled, vctrs_vctr, double",TRUE,6
977,"v2clsocgrp_ord_codelow","Social group equality in respect for civil liberties","numeric",TRUE,6
978,"v2clsocgrp_ord_codehigh","Social group equality in respect for civil liberties","numeric",TRUE,6
979,"v2clsocgrp_mean","Social group equality in respect for civil liberties","numeric",TRUE,237
980,"v2clsocgrp_nr","Social group equality in respect for civil liberties","numeric",TRUE,22
981,"v2clsnlpct","Weaker civil liberties population","numeric",TRUE,909
982,"v2clsnlpct_codelow","Weaker civil liberties population","numeric",TRUE,1948
983,"v2clsnlpct_codehigh","Weaker civil liberties population","numeric",TRUE,1956
984,"v2clsnlpct_sd","Weaker civil liberties population","numeric",TRUE,1768
985,"v2clsnlpct_mean","Weaker civil liberties population","numeric",TRUE,971
986,"v2clsnlpct_nr","Weaker civil liberties population","numeric",TRUE,17
987,"v2cldiscm","Freedom of discussion for men","numeric",TRUE,1887
988,"v2cldiscm_codelow","Freedom of discussion for men","numeric",TRUE,1896
989,"v2cldiscm_codehigh","Freedom of discussion for men","numeric",TRUE,1897
990,"v2cldiscm_sd","Freedom of discussion for men","numeric",TRUE,517
991,"v2cldiscm_osp","Freedom of discussion for men","numeric",TRUE,1754
992,"v2cldiscm_osp_codelow","Freedom of discussion for men","numeric",TRUE,1737
993,"v2cldiscm_osp_codehigh","Freedom of discussion for men","numeric",TRUE,1639
994,"v2cldiscm_osp_sd","Freedom of discussion for men","numeric",TRUE,434
995,"v2cldiscm_ord","Freedom of discussion for men","haven_labelled, vctrs_vctr, double",TRUE,6
996,"v2cldiscm_ord_codelow","Freedom of discussion for men","numeric",TRUE,6
997,"v2cldiscm_ord_codehigh","Freedom of discussion for men","numeric",TRUE,6
998,"v2cldiscm_mean","Freedom of discussion for men","numeric",TRUE,289
999,"v2cldiscm_nr","Freedom of discussion for men","numeric",TRUE,22
1000,"v2cldiscw","Freedom of discussion for women","numeric",TRUE,1809
1001,"v2cldiscw_codelow","Freedom of discussion for women","numeric",TRUE,1813
1002,"v2cldiscw_codehigh","Freedom of discussion for women","numeric",TRUE,1800
1003,"v2cldiscw_sd","Freedom of discussion for women","numeric",TRUE,520
1004,"v2cldiscw_osp","Freedom of discussion for women","numeric",TRUE,1677
1005,"v2cldiscw_osp_codelow","Freedom of discussion for women","numeric",TRUE,1713
1006,"v2cldiscw_osp_codehigh","Freedom of discussion for women","numeric",TRUE,1589
1007,"v2cldiscw_osp_sd","Freedom of discussion for women","numeric",TRUE,434
1008,"v2cldiscw_ord","Freedom of discussion for women","haven_labelled, vctrs_vctr, double",TRUE,6
1009,"v2cldiscw_ord_codelow","Freedom of discussion for women","numeric",TRUE,6
1010,"v2cldiscw_ord_codehigh","Freedom of discussion for women","numeric",TRUE,6
1011,"v2cldiscw_mean","Freedom of discussion for women","numeric",TRUE,279
1012,"v2cldiscw_nr","Freedom of discussion for women","numeric",TRUE,22
1013,"v2clacfree","Freedom of academic and cultural expression","numeric",TRUE,2108
1014,"v2clacfree_codelow","Freedom of academic and cultural expression","numeric",TRUE,2097
1015,"v2clacfree_codehigh","Freedom of academic and cultural expression","numeric",TRUE,2091
1016,"v2clacfree_sd","Freedom of academic and cultural expression","numeric",TRUE,538
1017,"v2clacfree_osp","Freedom of academic and cultural expression","numeric",TRUE,1928
1018,"v2clacfree_osp_codelow","Freedom of academic and cultural expression","numeric",TRUE,1839
1019,"v2clacfree_osp_codehigh","Freedom of academic and cultural expression","numeric",TRUE,1863
1020,"v2clacfree_osp_sd","Freedom of academic and cultural expression","numeric",TRUE,437
1021,"v2clacfree_ord","Freedom of academic and cultural expression","haven_labelled, vctrs_vctr, double",TRUE,6
1022,"v2clacfree_ord_codelow","Freedom of academic and cultural expression","numeric",TRUE,6
1023,"v2clacfree_ord_codehigh","Freedom of academic and cultural expression","numeric",TRUE,6
1024,"v2clacfree_mean","Freedom of academic and cultural expression","numeric",TRUE,353
1025,"v2clacfree_nr","Freedom of academic and cultural expression","numeric",TRUE,22
1026,"v2clrelig","Freedom of religion","numeric",TRUE,1410
1027,"v2clrelig_codelow","Freedom of religion","numeric",TRUE,1385
1028,"v2clrelig_codehigh","Freedom of religion","numeric",TRUE,1441
1029,"v2clrelig_sd","Freedom of religion","numeric",TRUE,515
1030,"v2clrelig_osp","Freedom of religion","numeric",TRUE,1256
1031,"v2clrelig_osp_codelow","Freedom of religion","numeric",TRUE,1297
1032,"v2clrelig_osp_codehigh","Freedom of religion","numeric",TRUE,1092
1033,"v2clrelig_osp_sd","Freedom of religion","numeric",TRUE,407
1034,"v2clrelig_ord","Freedom of religion","haven_labelled, vctrs_vctr, double",TRUE,6
1035,"v2clrelig_ord_codelow","Freedom of religion","numeric",TRUE,6
1036,"v2clrelig_ord_codehigh","Freedom of religion","numeric",TRUE,6
1037,"v2clrelig_mean","Freedom of religion","numeric",TRUE,253
1038,"v2clrelig_nr","Freedom of religion","numeric",TRUE,22
1039,"v2clfmove","Freedom of foreign movement","numeric",TRUE,1532
1040,"v2clfmove_codelow","Freedom of foreign movement","numeric",TRUE,1516
1041,"v2clfmove_codehigh","Freedom of foreign movement","numeric",TRUE,1531
1042,"v2clfmove_sd","Freedom of foreign movement","numeric",TRUE,512
1043,"v2clfmove_osp","Freedom of foreign movement","numeric",TRUE,1378
1044,"v2clfmove_osp_codelow","Freedom of foreign movement","numeric",TRUE,1412
1045,"v2clfmove_osp_codehigh","Freedom of foreign movement","numeric",TRUE,1198
1046,"v2clfmove_osp_sd","Freedom of foreign movement","numeric",TRUE,470
1047,"v2clfmove_ord","Freedom of foreign movement","haven_labelled, vctrs_vctr, double",TRUE,6
1048,"v2clfmove_ord_codelow","Freedom of foreign movement","numeric",TRUE,6
1049,"v2clfmove_ord_codehigh","Freedom of foreign movement","numeric",TRUE,6
1050,"v2clfmove_mean","Freedom of foreign movement","numeric",TRUE,251
1051,"v2clfmove_nr","Freedom of foreign movement","numeric",TRUE,22
1052,"v2cldmovem","Freedom of domestic movement for men","numeric",TRUE,1258
1053,"v2cldmovem_codelow","Freedom of domestic movement for men","numeric",TRUE,1256
1054,"v2cldmovem_codehigh","Freedom of domestic movement for men","numeric",TRUE,1290
1055,"v2cldmovem_sd","Freedom of domestic movement for men","numeric",TRUE,478
1056,"v2cldmovem_osp","Freedom of domestic movement for men","numeric",TRUE,1038
1057,"v2cldmovem_osp_codelow","Freedom of domestic movement for men","numeric",TRUE,1132
1058,"v2cldmovem_osp_codehigh","Freedom of domestic movement for men","numeric",TRUE,822
1059,"v2cldmovem_osp_sd","Freedom of domestic movement for men","numeric",TRUE,460
1060,"v2cldmovem_ord","Freedom of domestic movement for men","haven_labelled, vctrs_vctr, double",TRUE,6
1061,"v2cldmovem_ord_codelow","Freedom of domestic movement for men","numeric",TRUE,6
1062,"v2cldmovem_ord_codehigh","Freedom of domestic movement for men","numeric",TRUE,6
1063,"v2cldmovem_mean","Freedom of domestic movement for men","numeric",TRUE,203
1064,"v2cldmovem_nr","Freedom of domestic movement for men","numeric",TRUE,22
1065,"v2cldmovew","Freedom of domestic movement for women","numeric",TRUE,1231
1066,"v2cldmovew_codelow","Freedom of domestic movement for women","numeric",TRUE,1215
1067,"v2cldmovew_codehigh","Freedom of domestic movement for women","numeric",TRUE,1249
1068,"v2cldmovew_sd","Freedom of domestic movement for women","numeric",TRUE,490
1069,"v2cldmovew_osp","Freedom of domestic movement for women","numeric",TRUE,1106
1070,"v2cldmovew_osp_codelow","Freedom of domestic movement for women","numeric",TRUE,1175
1071,"v2cldmovew_osp_codehigh","Freedom of domestic movement for women","numeric",TRUE,950
1072,"v2cldmovew_osp_sd","Freedom of domestic movement for women","numeric",TRUE,396
1073,"v2cldmovew_ord","Freedom of domestic movement for women","haven_labelled, vctrs_vctr, double",TRUE,6
1074,"v2cldmovew_ord_codelow","Freedom of domestic movement for women","numeric",TRUE,6
1075,"v2cldmovew_ord_codehigh","Freedom of domestic movement for women","numeric",TRUE,6
1076,"v2cldmovew_mean","Freedom of domestic movement for women","numeric",TRUE,223
1077,"v2cldmovew_nr","Freedom of domestic movement for women","numeric",TRUE,22
1078,"v2clprptym","Property rights for men","numeric",TRUE,1072
1079,"v2clprptym_codelow","Property rights for men","numeric",TRUE,1061
1080,"v2clprptym_codehigh","Property rights for men","numeric",TRUE,1072
1081,"v2clprptym_sd","Property rights for men","numeric",TRUE,454
1082,"v2clprptym_osp","Property rights for men","numeric",TRUE,986
1083,"v2clprptym_osp_codelow","Property rights for men","numeric",TRUE,1025
1084,"v2clprptym_osp_codehigh","Property rights for men","numeric",TRUE,822
1085,"v2clprptym_osp_sd","Property rights for men","numeric",TRUE,513
1086,"v2clprptym_ord","Property rights for men","haven_labelled, vctrs_vctr, double",TRUE,7
1087,"v2clprptym_ord_codelow","Property rights for men","numeric",TRUE,7
1088,"v2clprptym_ord_codehigh","Property rights for men","numeric",TRUE,7
1089,"v2clprptym_mean","Property rights for men","numeric",TRUE,213
1090,"v2clprptym_nr","Property rights for men","numeric",TRUE,22
1091,"v2clprptyw","Property rights for women","numeric",TRUE,1140
1092,"v2clprptyw_codelow","Property rights for women","numeric",TRUE,1128
1093,"v2clprptyw_codehigh","Property rights for women","numeric",TRUE,1151
1094,"v2clprptyw_sd","Property rights for women","numeric",TRUE,456
1095,"v2clprptyw_osp","Property rights for women","numeric",TRUE,1114
1096,"v2clprptyw_osp_codelow","Property rights for women","numeric",TRUE,1136
1097,"v2clprptyw_osp_codehigh","Property rights for women","numeric",TRUE,1034
1098,"v2clprptyw_osp_sd","Property rights for women","numeric",TRUE,467
1099,"v2clprptyw_ord","Property rights for women","haven_labelled, vctrs_vctr, double",TRUE,7
1100,"v2clprptyw_ord_codelow","Property rights for women","numeric",TRUE,7
1101,"v2clprptyw_ord_codehigh","Property rights for women","numeric",TRUE,7
1102,"v2clprptyw_mean","Property rights for women","numeric",TRUE,267
1103,"v2clprptyw_nr","Property rights for women","numeric",TRUE,22
1104,"v2cseeorgs","CSO entry and exit","numeric",TRUE,1947
1105,"v2cseeorgs_codelow","CSO entry and exit","numeric",TRUE,1904
1106,"v2cseeorgs_codehigh","CSO entry and exit","numeric",TRUE,1901
1107,"v2cseeorgs_sd","CSO entry and exit","numeric",TRUE,544
1108,"v2cseeorgs_osp","CSO entry and exit","numeric",TRUE,1808
1109,"v2cseeorgs_osp_codelow","CSO entry and exit","numeric",TRUE,1718
1110,"v2cseeorgs_osp_codehigh","CSO entry and exit","numeric",TRUE,1805
1111,"v2cseeorgs_osp_sd","CSO entry and exit","numeric",TRUE,436
1112,"v2cseeorgs_ord","CSO entry and exit","haven_labelled, vctrs_vctr, double",TRUE,6
1113,"v2cseeorgs_ord_codelow","CSO entry and exit","numeric",TRUE,6
1114,"v2cseeorgs_ord_codehigh","CSO entry and exit","numeric",TRUE,6
1115,"v2cseeorgs_mean","CSO entry and exit","numeric",TRUE,372
1116,"v2cseeorgs_nr","CSO entry and exit","numeric",TRUE,23
1117,"v2csreprss","CSO repression","numeric",TRUE,2060
1118,"v2csreprss_codelow","CSO repression","numeric",TRUE,2041
1119,"v2csreprss_codehigh","CSO repression","numeric",TRUE,2047
1120,"v2csreprss_sd","CSO repression","numeric",TRUE,539
1121,"v2csreprss_osp","CSO repression","numeric",TRUE,1861
1122,"v2csreprss_osp_codelow","CSO repression","numeric",TRUE,1874
1123,"v2csreprss_osp_codehigh","CSO repression","numeric",TRUE,1733
1124,"v2csreprss_osp_sd","CSO repression","numeric",TRUE,467
1125,"v2csreprss_ord","CSO repression","haven_labelled, vctrs_vctr, double",TRUE,6
1126,"v2csreprss_ord_codelow","CSO repression","numeric",TRUE,6
1127,"v2csreprss_ord_codehigh","CSO repression","numeric",TRUE,6
1128,"v2csreprss_mean","CSO repression","numeric",TRUE,346
1129,"v2csreprss_nr","CSO repression","numeric",TRUE,24
1130,"v2cscnsult","CSO consultation","numeric",TRUE,1641
1131,"v2cscnsult_codelow","CSO consultation","numeric",TRUE,1656
1132,"v2cscnsult_codehigh","CSO consultation","numeric",TRUE,1622
1133,"v2cscnsult_sd","CSO consultation","numeric",TRUE,572
1134,"v2cscnsult_osp","CSO consultation","numeric",TRUE,1228
1135,"v2cscnsult_osp_codelow","CSO consultation","numeric",TRUE,1087
1136,"v2cscnsult_osp_codehigh","CSO consultation","numeric",TRUE,1265
1137,"v2cscnsult_osp_sd","CSO consultation","numeric",TRUE,278
1138,"v2cscnsult_ord","CSO consultation","haven_labelled, vctrs_vctr, double",TRUE,4
1139,"v2cscnsult_ord_codelow","CSO consultation","numeric",TRUE,4
1140,"v2cscnsult_ord_codehigh","CSO consultation","numeric",TRUE,4
1141,"v2cscnsult_mean","CSO consultation","numeric",TRUE,208
1142,"v2cscnsult_nr","CSO consultation","numeric",TRUE,22
1143,"v2csprtcpt","CSO participatory environment","numeric",TRUE,1483
1144,"v2csprtcpt_codelow","CSO participatory environment","numeric",TRUE,1487
1145,"v2csprtcpt_codehigh","CSO participatory environment","numeric",TRUE,1507
1146,"v2csprtcpt_sd","CSO participatory environment","numeric",TRUE,541
1147,"v2csprtcpt_osp","CSO participatory environment","numeric",TRUE,1325
1148,"v2csprtcpt_osp_codelow","CSO participatory environment","numeric",TRUE,1311
1149,"v2csprtcpt_osp_codehigh","CSO participatory environment","numeric",TRUE,1241
1150,"v2csprtcpt_osp_sd","CSO participatory environment","numeric",TRUE,361
1151,"v2csprtcpt_ord","CSO participatory environment","haven_labelled, vctrs_vctr, double",TRUE,5
1152,"v2csprtcpt_ord_codelow","CSO participatory environment","numeric",TRUE,5
1153,"v2csprtcpt_ord_codehigh","CSO participatory environment","numeric",TRUE,5
1154,"v2csprtcpt_mean","CSO participatory environment","numeric",TRUE,227
1155,"v2csprtcpt_nr","CSO participatory environment","numeric",TRUE,24
1156,"v2csgender","CSO women's participation","numeric",TRUE,1229
1157,"v2csgender_codelow","CSO women's participation","numeric",TRUE,1190
1158,"v2csgender_codehigh","CSO women's participation","numeric",TRUE,1222
1159,"v2csgender_sd","CSO women's participation","numeric",TRUE,465
1160,"v2csgender_osp","CSO women's participation","numeric",TRUE,1093
1161,"v2csgender_osp_codelow","CSO women's participation","numeric",TRUE,1148
1162,"v2csgender_osp_codehigh","CSO women's participation","numeric",TRUE,941
1163,"v2csgender_osp_sd","CSO women's participation","numeric",TRUE,485
1164,"v2csgender_ord","CSO women's participation","haven_labelled, vctrs_vctr, double",TRUE,6
1165,"v2csgender_ord_codelow","CSO women's participation","numeric",TRUE,6
1166,"v2csgender_ord_codehigh","CSO women's participation","numeric",TRUE,6
1167,"v2csgender_mean","CSO women's participation","numeric",TRUE,202
1168,"v2csgender_nr","CSO women's participation","numeric",TRUE,24
1169,"v2csrlgrep","Religious organization repression","numeric",TRUE,1451
1170,"v2csrlgrep_codelow","Religious organization repression","numeric",TRUE,1422
1171,"v2csrlgrep_codehigh","Religious organization repression","numeric",TRUE,1452
1172,"v2csrlgrep_sd","Religious organization repression","numeric",TRUE,517
1173,"v2csrlgrep_osp","Religious organization repression","numeric",TRUE,1310
1174,"v2csrlgrep_osp_codelow","Religious organization repression","numeric",TRUE,1322
1175,"v2csrlgrep_osp_codehigh","Religious organization repression","numeric",TRUE,1111
1176,"v2csrlgrep_osp_sd","Religious organization repression","numeric",TRUE,470
1177,"v2csrlgrep_ord","Religious organization repression","haven_labelled, vctrs_vctr, double",TRUE,6
1178,"v2csrlgrep_ord_codelow","Religious organization repression","numeric",TRUE,6
1179,"v2csrlgrep_ord_codehigh","Religious organization repression","numeric",TRUE,6
1180,"v2csrlgrep_mean","Religious organization repression","numeric",TRUE,273
1181,"v2csrlgrep_nr","Religious organization repression","numeric",TRUE,23
1182,"v2mecenefm","Government censorship effort --- Media","numeric",TRUE,1958
1183,"v2mecenefm_codelow","Government censorship effort --- Media","numeric",TRUE,1953
1184,"v2mecenefm_codehigh","Government censorship effort --- Media","numeric",TRUE,1925
1185,"v2mecenefm_sd","Government censorship effort --- Media","numeric",TRUE,586
1186,"v2mecenefm_osp","Government censorship effort --- Media","numeric",TRUE,1843
1187,"v2mecenefm_osp_codelow","Government censorship effort --- Media","numeric",TRUE,1654
1188,"v2mecenefm_osp_codehigh","Government censorship effort --- Media","numeric",TRUE,1775
1189,"v2mecenefm_osp_sd","Government censorship effort --- Media","numeric",TRUE,493
1190,"v2mecenefm_ord","Government censorship effort --- Media","haven_labelled, vctrs_vctr, double",TRUE,6
1191,"v2mecenefm_ord_codelow","Government censorship effort --- Media","numeric",TRUE,6
1192,"v2mecenefm_ord_codehigh","Government censorship effort --- Media","numeric",TRUE,6
1193,"v2mecenefm_mean","Government censorship effort --- Media","numeric",TRUE,303
1194,"v2mecenefm_nr","Government censorship effort --- Media","numeric",TRUE,21
1195,"v2mecenefi","Internet censorship effort","numeric",TRUE,852
1196,"v2mecenefi_codelow","Internet censorship effort","numeric",TRUE,857
1197,"v2mecenefi_codehigh","Internet censorship effort","numeric",TRUE,875
1198,"v2mecenefi_sd","Internet censorship effort","numeric",TRUE,471
1199,"v2mecenefi_osp","Internet censorship effort","numeric",TRUE,719
1200,"v2mecenefi_osp_codelow","Internet censorship effort","numeric",TRUE,736
1201,"v2mecenefi_osp_codehigh","Internet censorship effort","numeric",TRUE,591
1202,"v2mecenefi_osp_sd","Internet censorship effort","numeric",TRUE,335
1203,"v2mecenefi_ord","Internet censorship effort","haven_labelled, vctrs_vctr, double",TRUE,5
1204,"v2mecenefi_ord_codelow","Internet censorship effort","numeric",TRUE,5
1205,"v2mecenefi_ord_codehigh","Internet censorship effort","numeric",TRUE,5
1206,"v2mecenefi_mean","Internet censorship effort","numeric",TRUE,193
1207,"v2mecenefi_nr","Internet censorship effort","numeric",TRUE,22
1208,"v2mecrit","Print/broadcast media critical","numeric",TRUE,1670
1209,"v2mecrit_codelow","Print/broadcast media critical","numeric",TRUE,1662
1210,"v2mecrit_codehigh","Print/broadcast media critical","numeric",TRUE,1683
1211,"v2mecrit_sd","Print/broadcast media critical","numeric",TRUE,518
1212,"v2mecrit_osp","Print/broadcast media critical","numeric",TRUE,1462
1213,"v2mecrit_osp_codelow","Print/broadcast media critical","numeric",TRUE,1376
1214,"v2mecrit_osp_codehigh","Print/broadcast media critical","numeric",TRUE,1364
1215,"v2mecrit_osp_sd","Print/broadcast media critical","numeric",TRUE,283
1216,"v2mecrit_ord","Print/broadcast media critical","haven_labelled, vctrs_vctr, double",TRUE,5
1217,"v2mecrit_ord_codelow","Print/broadcast media critical","numeric",TRUE,5
1218,"v2mecrit_ord_codehigh","Print/broadcast media critical","numeric",TRUE,5
1219,"v2mecrit_mean","Print/broadcast media critical","numeric",TRUE,217
1220,"v2mecrit_nr","Print/broadcast media critical","numeric",TRUE,22
1221,"v2merange","Print/broadcast media perspectives","numeric",TRUE,1523
1222,"v2merange_codelow","Print/broadcast media perspectives","numeric",TRUE,1514
1223,"v2merange_codehigh","Print/broadcast media perspectives","numeric",TRUE,1497
1224,"v2merange_sd","Print/broadcast media perspectives","numeric",TRUE,516
1225,"v2merange_osp","Print/broadcast media perspectives","numeric",TRUE,1315
1226,"v2merange_osp_codelow","Print/broadcast media perspectives","numeric",TRUE,1270
1227,"v2merange_osp_codehigh","Print/broadcast media perspectives","numeric",TRUE,1242
1228,"v2merange_osp_sd","Print/broadcast media perspectives","numeric",TRUE,354
1229,"v2merange_ord","Print/broadcast media perspectives","haven_labelled, vctrs_vctr, double",TRUE,5
1230,"v2merange_ord_codelow","Print/broadcast media perspectives","numeric",TRUE,5
1231,"v2merange_ord_codehigh","Print/broadcast media perspectives","numeric",TRUE,5
1232,"v2merange_mean","Print/broadcast media perspectives","numeric",TRUE,218
1233,"v2merange_nr","Print/broadcast media perspectives","numeric",TRUE,22
1234,"v2mefemjrn","Female journalists","numeric",TRUE,1398
1235,"v2mefemjrn_codelow","Female journalists","numeric",TRUE,3265
1236,"v2mefemjrn_codehigh","Female journalists","numeric",TRUE,3278
1237,"v2mefemjrn_sd","Female journalists","numeric",TRUE,2619
1238,"v2mefemjrn_mean","Female journalists","numeric",TRUE,1456
1239,"v2mefemjrn_nr","Female journalists","numeric",TRUE,21
1240,"v2meharjrn","Harassment of journalists","numeric",TRUE,1754
1241,"v2meharjrn_codelow","Harassment of journalists","numeric",TRUE,1786
1242,"v2meharjrn_codehigh","Harassment of journalists","numeric",TRUE,1750
1243,"v2meharjrn_sd","Harassment of journalists","numeric",TRUE,514
1244,"v2meharjrn_osp","Harassment of journalists","numeric",TRUE,1594
1245,"v2meharjrn_osp_codelow","Harassment of journalists","numeric",TRUE,1541
1246,"v2meharjrn_osp_codehigh","Harassment of journalists","numeric",TRUE,1585
1247,"v2meharjrn_osp_sd","Harassment of journalists","numeric",TRUE,325
1248,"v2meharjrn_ord","Harassment of journalists","haven_labelled, vctrs_vctr, double",TRUE,6
1249,"v2meharjrn_ord_codelow","Harassment of journalists","numeric",TRUE,6
