"p_name","state","center_lon","center_lat","turbine_count","total_capacity","avg_hub_height","year_built","avg_wind_speed","median_wind_speed","n_observations","state_name_lower"
"Central Community College-Hastings","NE",-98.334496,40.569241,1,1700,80,2016,NA,NA,NA,NA
"Central Plains","KS",-101.159836030303,38.5185597878788,33,99000,80,2009,NA,NA,NA,NA
"Century","IA",-93.66197782,42.55180817,100,150000,65,2017,NA,NA,NA,NA
"Century Expansion","IA",-93.6564505555556,42.5156319333333,45,50000,71.4444444444444,2005,NA,NA,NA,NA
"Century Oak Wind","TX",-99.1824313555556,32.4304202222222,45,153000,112.355555555556,2023,NA,NA,NA,NA
"Cerro Gordo Repower","IA",-93.4565549375,43.0626506875,16,36800,80,2020,NA,NA,NA,NA
"Cerro Gordo/Hawkeye Power/Clear Lake","IA",-93.476494,43.078918,1,750,55,1999,NA,NA,NA,NA
"Chamberlain Wind Project","SD",-99.247841,43.848543,2,2600,60,2001,NA,NA,NA,NA
"Champepaden, Chandler Hills Phase II","MN",-95.9556603333333,43.9202256666667,3,1980,65,2001,NA,NA,NA,NA
"Champion","TX",-100.612372545455,32.3934927636364,55,126500,80,2008,NA,NA,NA,NA
"Chapman Ranch","TX",-97.534546691358,27.5988824814815,81,249075,87.5,2017,NA,NA,NA,NA
"Charles City","IA",-92.7264073,43.03166024,50,75000,80,2008,NA,NA,NA,NA
"Charlestown Wind Turbine","MA",-71.070999,42.391491,1,1500,70,2011,NA,NA,NA,NA
"Chestnut Flats","PA",-78.4798523157895,40.5206034210526,19,38000,80.3157894736842,2011,NA,NA,NA,NA
"Chevak","AK",-165.6081505,61.52481175,4,400,34.5,2009,NA,NA,NA,NA
"Chevelon Butte Wind Phase I","AZ",-110.850733578947,34.6964964035088,57,239000,116.052631578947,2023,NA,NA,NA,NA
"Chevelon Butte Wind Phase II","AZ",-110.809948416667,34.6954036666667,48,216000,120,2024,NA,NA,NA,NA
"Cheyenne Ridge","CO",-102.262123337719,39.014706877193,228,496400,80,2020,NA,NA,NA,NA
"Chickasaw County Wind Energy Center","IA",-92.3172330606061,43.1563011515152,66,202360,86.3333333333333,2023,NA,NA,NA,NA
"Chisholm View","OK",-97.6963580571429,36.5756083071429,140,235200,80,2012,NA,NA,NA,NA
"Chisholm View II","OK",-97.6908241481482,36.5584012962963,27,64800,80,2016,NA,NA,NA,NA
"Chopin","OR",-118.471129166667,45.8915598333333,6,9900,80,2016,NA,NA,NA,NA
"Chopin (Phase II)","OR",-118.4964052,45.906016,5,8650,80,2022,NA,NA,NA,NA
"Cimarron Bend I","KS",-99.8858539393939,37.3705845353535,99,198000,80,2016,NA,NA,NA,NA
"Cimarron Bend II","KS",-100.008129712871,37.3654697425743,101,202000,80,2017,NA,NA,NA,NA
"Cimarron Bend III","KS",-99.999783972973,37.4172854459459,74,198840,87.5405405405405,2020,NA,NA,NA,NA
"Cimarron I","KS",-100.273942277778,37.8725699027778,72,165600,80,2012,NA,NA,NA,NA
"Cimarron II","KS",-100.382509596491,37.8985482280702,57,131100,80,2012,NA,NA,NA,NA
"Cirrus 1","TX",-101.696791294118,33.0272815294118,17,61200,82,2012,NA,NA,NA,NA
"Cisco","MN",-95.364763,43.6258125,4,8400,79,2008,NA,NA,NA,NA
"City of Howard Wind Turbines","SD",-97.538971,44.009565,2,216,NA,2001,NA,NA,NA,NA
"City of Medford","MA",-71.099098,42.408993,1,100,30,2009,NA,NA,NA,NA
"City of Seward","NE",-97.187675,40.895283,1,1700,80,2017,NA,NA,NA,NA
"City of Soledad Water Reclamation Facility","CA",-121.340164,36.42094,1,1850,80,2014,NA,NA,NA,NA
"Clark Thompson 1","IA",-93.592392,42.208092,1,900,NA,2009,NA,NA,NA,NA
"Clay High School","OH",-83.413498,41.657192,1,900,71,2012,NA,NA,NA,NA
"Clearwater","MT",-106.416504,46.843861,1,0,NA,2022,NA,NA,NA,NA
"Clearwater Energy Project 1A","MT",-106.40616389313,46.8307581374046,131,365520,114,2022,NA,NA,NA,NA
"Clearwater Wind East","MT",-106.006563613333,46.8134711333333,75,208200,114,2023,NA,NA,NA,NA
"Clearwater Wind II","MT",-106.197126416667,46.8026095555556,36,100020,110.666666666667,2023,NA,NA,NA,NA
"Clearwater Wind III","MT",-106.286498361111,46.8263008333333,36,99300,110.666666666667,2024,NA,NA,NA,NA
"Cloud County Community College","KS",-97.664043,39.5485915,2,250,NA,2010,NA,NA,NA,NA
"Cloud Power","KS",-97.664314,39.54911,1,100,NA,2010,NA,NA,NA,NA
"Coachella Hills","CA",-116.56881525,33.894785625,16,57150,91.96875,2021,NA,NA,NA,NA
"Coastal Energy","WA",-124.06550975,46.792945,4,6000,80,2010,NA,NA,NA,NA
"Coastal Virginia Offshore Wind",NA,-75.4916075,36.891577,2,12000,108,2020,NA,NA,NA,NA
"Cold Springs","ID",-115.44154715,43.0334971,60,138000,80,2012,NA,NA,NA,NA
"Colorado Green Wind Project (Lamar)","CO",-102.635403316832,37.7005614158416,101,160800,80,2003,NA,NA,NA,NA
"Colorado Highlands","CO",-102.762310035714,40.7406092678571,56,91000,81.25,2012,NA,NA,NA,NA
"Combine Hills I","OR",-118.58439904878,45.9399137560976,41,41000,55,2003,NA,NA,NA,NA
"Combine Hills II","OR",-118.58997315873,45.9469322539683,63,63000,69,2009,NA,NA,NA,NA
"Community Wind North","MN",-96.4067490833333,44.2489670833333,12,24000,80,2011,NA,NA,NA,NA
"Community Wind South","MN",-95.8064487857143,43.7146366428571,14,30800,100,2012,NA,NA,NA,NA
"Conception Wind Project","MO",-94.6736173333333,40.2134514583333,24,50400,79,2008,NA,NA,NA,NA
"Condon Wind Project, phase I","OR",-120.27089904878,45.2529552195122,41,24600,60,2001,NA,NA,NA,NA
"Condon Wind Project, phase II","OR",-120.271418952381,45.293982452381,42,25200,60,2002,NA,NA,NA,NA
"Conneaut Middle School","OH",-80.559395,41.926193,1,600,65,2010,NA,NA,NA,NA
"Conneaut Waste Water Treatment","OH",-80.552094,41.968792,1,400,50,2010,NA,NA,NA,NA
"Contrail","IA",-94.823770804878,40.6777405365854,41,112420,88.0487804878049,2020,NA,NA,NA,NA
"Cooper Farms","OH",-84.5628965,40.914793,2,3000,85,2012,NA,NA,NA,NA
"Cooper Farms Amendment","OH",-84.566795,40.910892,1,1500,85,2012,NA,NA,NA,NA
"Copenhagen","NY",-75.6393374,43.890877725,40,80000,95,2018,NA,NA,NA,NA
"Coram (Tehachapi 3)","CA",-118.322021,35.057533,1,1500,65,2004,NA,NA,NA,NA
"Coram Energy LLC","CA",-118.3410455,35.062488,8,10500,65,2005,NA,NA,NA,NA
"Corn Plus","MN",-94.1415215,43.761997,2,4200,79,2008,NA,NA,NA,NA
"Correctional Training Facility","CA",-121.381569,36.466167,1,1700,80,2018,NA,NA,NA,NA
"Corriedale Wind Energy Project","WY",-104.993348619048,41.1121516666667,21,59220,89,2020,NA,NA,NA,NA
"Cotton Plains Wind","TX",-101.237320380952,33.9902320952381,21,50400,80,2017,NA,NA,NA,NA
"Cottonwood Wind","NE",-98.421829975,40.27864345,40,89960,80,2017,NA,NA,NA,NA
"Courtenay","ND",-98.60413545,47.19031688,100,200000,80,2016,NA,NA,NA,NA
"Cow Branch Wind Project","MO",-95.4676417916667,40.4495100416667,24,50400,79,2008,NA,NA,NA,NA
"Coyote","TX",-100.865710491525,32.8526400169492,59,242565,102.372881355932,2020,NA,NA,NA,NA
"Coyote Ridge","SD",-96.5689272820513,44.4453726666667,39,96700,89.1025641025641,2019,NA,NA,NA,NA
"Crane Creek","IA",-92.4849487727273,43.4053434242424,66,99000,80,2009,NA,NA,NA,NA
"Cranell","TX",-97.4324023,28.19075719,100,220000,92,2020,NA,NA,NA,NA
"Crawfish Wind Project (Prairie Switch)","TX",-96.1461123125,29.1611100416667,48,163200,117,2024,NA,NA,NA,NA
"Crescent Wind","MI",-84.4742118333333,41.9679912166667,60,166080,88.1,2021,NA,NA,NA,NA
"Creston Ridge","NE",-97.3850765,41.677593,4,6800,80,2015,NA,NA,NA,NA
"Creston Ridge Expansion","NE",-97.4034903333333,41.677526,3,6900,80,2017,NA,NA,NA,NA
"Crisfield Waste Water Treatment Plant","MD",-75.858383,37.982826,1,750,65,2017,NA,NA,NA,NA
"Criterion","MD",-79.3213631785714,39.3819040357143,28,64400,80,2010,NA,NA,NA,NA
"Crocker","SD",-97.8544575194805,45.0991103376623,77,209440,90,2019,NA,NA,NA,NA
"Crofton Bluffs","NE",-97.5776230909091,42.6993864090909,22,42000,80,2012,NA,NA,NA,NA
"Cross Winds","IA",-94.8969521,43.0675415,10,21000,79,2007,NA,NA,NA,NA
"Cross Winds Energy Park","MI",-83.4846481774194,43.6018888064516,62,110980,96,2014,NA,NA,NA,NA
"Cross Winds Energy Park II","MI",-83.416761368421,43.6455272105263,19,43700,94,2018,NA,NA,NA,NA
"Cross Winds Energy Park III","MI",-83.3760086363636,43.6185538181818,33,75900,94,2019,NA,NA,NA,NA
"Crossing Trails","CO",-102.829863,39.06085512,25,104000,105,2021,NA,NA,NA,NA
"Crossroads","OK",-98.7649961530612,36.0757133469388,98,227500,80,2011,NA,NA,NA,NA
"Crow Lake","SD",-98.7732260990099,43.8993602673267,101,151500,80,2010,NA,NA,NA,NA
"Crowned Ridge I","SD",-96.9328723563218,45.0523804482759,87,200100,90,2019,NA,NA,NA,NA
"Crowned Ridge II","SD",-96.9008452272727,44.9256798181818,88,200600,88.9772727272727,2020,NA,NA,NA,NA
"Crystal Lake I","IA",-93.85358615,43.19518854,100,150000,80,2008,NA,NA,NA,NA
"Crystal Lake II","IA",-93.7915844875,43.3004927375,80,198800,80,2008,NA,NA,NA,NA
"Crystal Lake III","IA",-93.8907666363636,43.3451539318182,44,66000,80,2009,NA,NA,NA,NA
"Cumberland Rose","IA",-94.434891,41.227093,1,1600,80,2012,NA,NA,NA,NA
"Cuyahoga County Fairgrounds","OH",-81.839195,41.366493,1,500,61,2012,NA,NA,NA,NA
"DH Blattner Headquarters","MN",-94.445671,45.59433,1,100,NA,2009,NA,NA,NA,NA
"Dakota Range I and II","SD",-97.0280165555556,45.1855355555556,72,305600,82,2022,NA,NA,NA,NA
"Dakota Range III","SD",-97.11667940625,45.29089625,32,153600,108,2021,NA,NA,NA,NA
"Danielson","MN",-94.7429255833333,45.0681005,12,20040,80,2011,NA,NA,NA,NA
"Day County Wind Project","SD",-97.9023768939394,45.2213103030303,66,105600,80,2010,NA,NA,NA,NA
"DeWind Little Pringle #1","TX",-101.5353912,35.9185728,5,10000,80,2010,NA,NA,NA,NA
"DeWind Little Pringle #2","TX",-101.5383334,35.9467948,5,10000,80,2010,NA,NA,NA,NA
"Deerfield","MI",-82.8833870972222,43.9631739166667,72,149000,95,2017,NA,NA,NA,NA
"Deerfield II Wind project","MI",-82.8365914285714,43.9715897619048,21,112000,110.904761904762,2023,NA,NA,NA,NA
"Deerfield Wind","VT",-72.9793381333333,42.8652629333333,15,30000,78,2017,NA,NA,NA,NA
"Delta Junction","AK",-145.596303666667,64.014272,3,1900,62.3333333333333,2009,NA,NA,NA,NA
"Delta Wind Project","MS",-90.3914636829268,34.4977433658537,41,184500,136,2024,NA,NA,NA,NA
"Department of Correction, NCCI Gardner","MA",-71.938,42.579941,2,3300,80,2011,NA,NA,NA,NA
"Desert Sky","TX",-102.127381342105,30.9294959736842,76,115400,65.7894736842105,2001,NA,NA,NA,NA
"Desert Sky Repower","TX",-102.077900733333,30.9159738666667,15,27300,80,2001,NA,NA,NA,NA
"Deuel Harvest North","SD",-96.585070266055,44.8757613027523,109,301140,88.0091743119266,2021,NA,NA,NA,NA
"Diablo Winds","CA",-121.631805129032,37.7634130967742,31,20460,60,2004,NA,NA,NA,NA
"Diamond Spring","OK",-96.7808021607143,34.4908727589286,112,303500,89,2020,NA,NA,NA,NA
"Diamond Trail","IA",-92.1825008695652,41.697449826087,46,168800,102.173913043478,2020,NA,NA,NA,NA
"Diamond Trail Expansion","IA",-92.1782844193548,41.6940575483871,31,83700,90.1612903225806,2020,NA,NA,NA,NA
"Diamond Vista","KS",-97.2167373578947,38.5748005368421,95,299250,87.5,2018,NA,NA,NA,NA
"Diamond Willow Wind","MT",-104.182396583333,46.2756514166667,12,18000,80,2008,NA,NA,NA,NA
"Diamond Willow extension","MT",-104.168701125,46.271195875,8,12000,80,2010,NA,NA,NA,NA
"Difwind 6","CA",-118.267306852632,35.0605514947368,190,19008,NA,1987,NA,NA,NA,NA
"Dillon","CA",-116.568606333333,33.9375925111111,45,45000,69,2008,NA,NA,NA,NA
"Dinosaur Point","CA",-121.182022611111,37.0414760493827,162,17010,NA,1988,NA,NA,NA,NA
"Doerfler Farms","OR",-122.80687,44.867569,1,250,30,2011,NA,NA,NA,NA
"Dole Fresh Vegetables","CA",-121.3507115,36.4576395,2,5640,89,2022,NA,NA,NA,NA
"Don Sneve Wind Farms","MN",-95.843666,43.747753,1,950,70,2003,NA,NA,NA,NA
"Drift Sand","OK",-97.9411522222222,34.8309996666667,54,108000,80,2016,NA,NA,NA,NA
"Dry Lake","AZ",-110.2845757,34.6549017666667,30,63000,79,2009,NA,NA,NA,NA
"Dry Lake II","AZ",-110.168821032258,34.6122047419355,31,65100,79,2010,NA,NA,NA,NA
"Dunlap","WY",-106.174870918919,42.0273823108108,74,136900,80,2010,NA,NA,NA,NA
"Durbin Creek","OR",-117.3211626,44.3527526,5,10000,80,2017,NA,NA,NA,NA
"Dutch Hill/Cohocton","NY",-77.45470686,42.53305176,50,125000,80,2009,NA,NA,NA,NA
"Dynapower","VT",-73.155098,44.442989,1,100,NA,2010,NA,NA,NA,NA
"Dynapower 1","VT",-73.151596,44.44249,1,50,24,1997,NA,NA,NA,NA
"East Broadview Wind Project","MT",-108.806915,46.102932,1,1700,80,2018,NA,NA,NA,NA
"East Fork","KS",-100.914777305556,39.3313053888889,72,195840,90,2020,NA,NA,NA,NA
"East Raymond","TX",-97.7339685164835,26.3678981758242,91,200000,92.032967032967,2020,NA,NA,NA,NA
"East Ridge","MN",-95.918027875,43.940838375,8,10000,68.5625,2006,NA,NA,NA,NA
"East Winds","CA",-116.547909428571,33.8910455714286,7,4165,NA,1985,NA,NA,NA,NA
"Echo","MI",-83.1782354142857,43.8910768714286,70,112000,96,2014,NA,NA,NA,NA
"Echo 1-7","OR",-119.443230555556,45.6757424814815,27,44550,80,2009,NA,NA,NA,NA
"Echo 8-9","OR",-119.4340751,45.6848925,10,20000,80,2009,NA,NA,NA,NA
"Eclipse","IA",-94.6794824827586,41.5561023448276,87,207060,80,2012,NA,NA,NA,NA
"EcoGrove","IL",-89.8828859402985,42.4563353432836,67,100500,80,2009,NA,NA,NA,NA
"Edom Hills (repower)","CA",-116.463762375,33.882781875,8,20000,80,2008,NA,NA,NA,NA
"Eight Point Wind","NY",-77.6962826666667,42.0734449166667,24,111000,109.125,2023,NA,NA,NA,NA
"Ekola Flats","WY",-106.323873058824,41.9527055882353,51,199300,81.6078431372549,2020,NA,NA,NA,NA
"El Algodon Alto Wind Farm","TX",-97.7124196263736,28.0005187802198,91,200200,92.4285714285714,2022,NA,NA,NA,NA
"El Cabo","NM",-105.641756176056,34.7211955704225,142,298200,80,2017,NA,NA,NA,NA
"El Campo","TX",-99.741583880597,33.7324482238806,67,242800,102.462686567164,2020,NA,NA,NA,NA
"Elbow Creek Wind Farm","TX",-101.414130264151,32.1702061886792,53,121900,80,2008,NA,NA,NA,NA
"Eldora-New Providence Schools","IA",-93.115601,42.354755,1,750,55,2002,NA,NA,NA,NA
"Electra Wind","TX",-99.07437595,34.11221641,100,230000,80,2016,NA,NA,NA,NA
"Elk","IA",-91.373461117647,42.5989285294118,17,42500,100,2011,NA,NA,NA,NA
"Elk City","OK",-99.9085821395349,35.5075056511628,43,98900,80,2009,NA,NA,NA,NA
"Elk City II","OK",-99.6828615454545,35.4786563484848,66,101160,80,2010,NA,NA,NA,NA
"Elk River","KS",-96.55169467,37.57968207,100,150000,80,2005,NA,NA,NA,NA
"Elkhorn Ridge","NE",-97.6659850740741,42.6732577777778,27,81000,80,2009,NA,NA,NA,NA
"Elkhorn Valley (08)","OR",-117.790035,45.109194,2,3300,70,2008,NA,NA,NA,NA
"Elkhorn Valley (La Grande)","OR",-117.808429118644,45.0832313898305,59,97350,70,2007,NA,NA,NA,NA
"Elm Creek","MN",-94.9407527424242,43.7590969848485,66,99000,80,2008,NA,NA,NA,NA
"Elm Creek II","MN",-94.8792423548387,43.7002708387097,62,148800,80,2010,NA,NA,NA,NA
"Emmonak 1","AK",-164.5596045,62.7835005,4,400,37,2011,NA,NA,NA,NA
"Emmons-Logan","ND",-99.9829507156863,46.3842524607843,102,216440,82.0588235294118,2019,NA,NA,NA,NA
"Endeavor","IA",-95.4418276,43.450242625,40,99000,80,2007,NA,NA,NA,NA
"Endeavor II","IA",-95.4623776,43.43339,20,49600,80,2008,NA,NA,NA,NA
"English Farms","IA",-92.4051792318841,41.5481926956522,69,170300,87.5652173913043,2019,NA,NA,NA,NA
"Enron Earth Smart/Green Power","CA",-116.574030578947,33.9160513157895,19,14250,63,1999,NA,NA,NA,NA
"Ensign","KS",-100.280230395349,37.6125844883721,43,98900,80,2012,NA,NA,NA,NA
"Eolos","MN",-93.048073,44.728298,1,2500,80,2011,NA,NA,NA,NA
"Equity Industrial Partners","MA",-70.656502,42.6259405,2,4000,78,2012,NA,NA,NA,NA
"Erie Industrial Park","OH",-83.035461,41.545433,1,900,59,2014,NA,NA,NA,NA
"Escalade","TX",-99.6484495538461,33.7412658461538,65,336000,119,2022,NA,NA,NA,NA
"Eswood School","IL",-89.033195,42.056793,1,225,NA,2012,NA,NA,NA,NA
"Eva Creek","AK",-148.90285875,64.0648570833333,12,24600,78.5,2012,NA,NA,NA,NA
"Evanston (Wyoming Wind Energy Center)","WY",-110.7869853375,41.357544675,80,144000,67,2003,NA,NA,NA,NA
"Evansville WWTP","WI",-89.280045,42.777645,1,100,37,2010,NA,NA,NA,NA
"Ewington","MN",-95.4121475,43.6158234,10,24600,79,2008,NA,NA,NA,NA
"F.E. Warren Air Force Base","WY",-104.8810385,41.1752435,2,1320,50,2005,NA,NA,NA,NA
"FHSU Wind","KS",-99.405693,38.873894,1,2000,80,2013,NA,NA,NA,NA
"Fair Wind","MD",-79.3891320833333,39.3236316666667,12,30000,100,2015,NA,NA,NA,NA
"Fairbanks Wind Park","MI",-86.64466705,45.6988901,20,69000,84,2022,NA,NA,NA,NA
"Fairfield Wind Farm","MT",-111.955528333333,47.7129535,6,10000,80,2014,NA,NA,NA,NA
"Fairhaven Wind","MA",-70.872799,41.6381415,2,3000,80,2012,NA,NA,NA,NA
"Fairmont Wind (SMMPA)","MN",-94.4427645,43.5762425,2,3300,70,2004,NA,NA,NA,NA
"Falmouth Notus","MA",-70.608902,41.60849,1,1650,80,2010,NA,NA,NA,NA
"Falmouth Wastewater","MA",-70.620796,41.605892,1,1650,80,2010,NA,NA,NA,NA
"Falvez Astra","TX",-102.051922161765,34.7794886470588,68,163200,80,2017,NA,NA,NA,NA
"Farmer's","MN",-95.3755391666667,43.6513276666667,6,5700,70,2004,NA,NA,NA,NA
"Farmers City","MO",-95.4531102876712,40.5561277945205,73,146000,78,2009,NA,NA,NA,NA
"Farmers' coops/Westridge","MN",-96.1623212777778,44.0072095,18,17100,63,2003,NA,NA,NA,NA
"Federated Rural Electric","MN",-94.591995,43.676792,1,2100,79,2008,NA,NA,NA,NA
"Fenner Wind Power Project","NY",-75.7606718947368,42.9891403684211,19,28500,65,2001,NA,NA,NA,NA
"Fenner Wind Power Project - Repower","NY",-75.767838,42.975552,1,1500,85,2012,NA,NA,NA,NA
"Fenton","MN",-95.9500995766423,43.873655729927,137,205500,80,2007,NA,NA,NA,NA
"Field's Point Wastewater Treatment Facility","RI",-71.3890663333333,41.7942236666667,3,4500,70,2012,NA,NA,NA,NA
"Fire Island Project","AK",-150.241487090909,61.1303072727273,11,17600,80,2012,NA,NA,NA,NA
"Flat Ridge 2","KS",-98.2526660268199,37.3711573984674,261,417600,80,2012,NA,NA,NA,NA
"Flat Ridge 2 Expansion","KS",-98.230420125,37.35392928125,32,51200,80,2012,NA,NA,NA,NA
"Flat Ridge 3","KS",-98.3971660645161,37.4525186290323,62,128000,83.4838709677419,2021,NA,NA,NA,NA
"Flat Ridge Wind Farm","KS",-98.481287575,37.37297525,40,91000,80,2009,NA,NA,NA,NA
"Flat Top","TX",-98.57041462,31.63196858,100,200000,95,2018,NA,NA,NA,NA
"Flat Water","NE",-95.904470825,40.005686125,40,60000,80,2010,NA,NA,NA,NA
"Fluvanna I","TX",-101.115388486486,32.8855558648649,74,155400,80,2017,NA,NA,NA,NA
"Flying Cloud","IA",-95.2975640344828,43.3848196206897,29,43500,80,2003,NA,NA,NA,NA
"Foard City","TX",-99.7418901079137,33.9106207985611,139,350280,89,2019,NA,NA,NA,NA
"Foote Creek II, III, IV Repowering","WY",-106.183941272727,41.6699370909091,11,46200,84,2023,NA,NA,NA,NA
"Forbes Park","MA",-71.013298,42.39959,1,600,50,2008,NA,NA,NA,NA
"Ford Ridge","IL",-88.3554951860465,40.5603194883721,43,120400,89,2022,NA,NA,NA,NA
"Forest City High School","IA",-93.653725,43.266262,1,600,50,1999,NA,NA,NA,NA
"Forest Creek Wind Project","TX",-101.213081444444,32.0390471481481,54,124200,80,2006,NA,NA,NA,NA
"Fort Hays State University","KS",-99.404484,38.8753415,2,4000,80,2013,NA,NA,NA,NA
"Forward","PA",-78.8617008571428,40.098299,14,29400,79,2008,NA,NA,NA,NA
"Forward Fontanelle","IA",-94.570694,41.339592,1,1600,80,2012,NA,NA,NA,NA
"Forward Wind Project","WI",-88.5260973139535,43.6207055930233,86,129000,80,2008,NA,NA,NA,NA
"Fossil Gulch","ID",-114.949585,42.8589797142857,7,10500,80,2005,NA,NA,NA,NA
"Fourmile Ridge","MD",-79.004077875,39.6422474375,16,40000,100,2014,NA,NA,NA,NA
"Fowler Ridge I","IN",-87.2908517612613,40.5915034054054,222,392850,81.2297297297297,2009,NA,NA,NA,NA
"Fowler Ridge II","IN",-87.448254593985,40.5606399548872,133,199500,80,2009,NA,NA,NA,NA
"Fox Islands","ME",-68.865799,44.093891,3,4500,80,2009,NA,NA,NA,NA
"Foxtail Wind","ND",-98.8807271333333,46.1043510266667,75,150000,80,2019,NA,NA,NA,NA
"Franklin County","IA",-93.3346077833333,42.6107120666667,60,99000,80,2012,NA,NA,NA,NA
"Freeborn Wind Energy","IA",-93.1094628421053,43.4768465526316,76,165800,80,2021,NA,NA,NA,NA
"Freeborn Wind Energy","MN",-93.1884994583333,43.5705267916667,24,52800,80,2021,NA,NA,NA,NA
"Frisco","TX",-101.6047409,36.4984942,10,20000,80,2012,NA,NA,NA,NA
"Frontier I","OK",-97.1787033770492,36.8447606229508,61,199800,87,2016,NA,NA,NA,NA
"Frontier II","OK",-97.0112165405405,36.8508409189189,74,355200,108,2021,NA,NA,NA,NA
"Ft Buchanan Energy Savings Performance Contract","PR",-65.9515283333333,18.3515776666667,3,825,55,2013,NA,NA,NA,NA
"Future Generation Wind","MA",-70.61756325,41.7760755,4,8000,100,2016,NA,NA,NA,NA
"G. McNeilus Wind Farm","MN",-92.722991,43.5536286666667,9,13500,65,2003,NA,NA,NA,NA
"GL Wind","MN",-91.871788,43.9947945,2,5000,80,2011,NA,NA,NA,NA
"GSA","ME",-70.3956525,45.803518,2,200,NA,2010,NA,NA,NA,NA
"GSG Repower","IL",-89.1480768076923,41.6381973461538,26,88400,98,2007,NA,NA,NA,NA
"GWE, LLC","IA",-93.4790535,42.0017605,2,4000,80,2012,NA,NA,NA,NA
"Gaines Cavern Wind Project","TX",-103.062454,32.688553,1,2000,78,2012,NA,NA,NA,NA
"Galactic Wind","WI",-89.5607108333333,43.1729723333333,6,9900,80,2012,NA,NA,NA,NA
"Gambell Wind","AK",-171.711609,63.778802,3,300,37,2010,NA,NA,NA,NA
"Garnet Wind Project","CA",-116.582489,33.9051326153846,13,6500,39.5,2009,NA,NA,NA,NA
"Geneseo Wind Farm","IL",-90.1546705,41.426136,2,3000,65,2009,NA,NA,NA,NA
"Georgia Mountain","VT",-73.070543,44.6623125,4,10000,80,2012,NA,NA,NA,NA
"Glacier Hills","WI",-89.1115284555556,43.5770663444444,90,162000,80,2011,NA,NA,NA,NA
"Glacier I","MT",-112.118875070423,48.5137725211268,71,106500,80,2008,NA,NA,NA,NA
"Glacier Sands","IL",-89.6913094883721,40.2551467674419,43,184900,120,2021,NA,NA,NA,NA
"Glacier Wind II","MT",-112.193265521739,48.5410980724638,69,103500,80,2009,NA,NA,NA,NA
"Glaciers Edge","IA",-95.7771664146342,42.8686656463415,82,212040,87.3536585365854,2019,NA,NA,NA,NA
"Glass Sands Wind Facility","OK",-96.8991592142857,34.5234243214286,28,118100,120,2021,NA,NA,NA,NA
"Glen Ullin Energy Center (Clean Energy 1)","ND",-101.82192972093,46.9696462093023,43,106700,90,2019,NA,NA,NA,NA
"Glenrock","WY",-105.819278848485,43.0673897272727,66,119300,80,2008,NA,NA,NA,NA
"Glenrock III","WY",-105.821767576923,43.0260682307692,26,45650,80,2009,NA,NA,NA,NA
"Goat Phase I","TX",-100.8111997125,31.946141125,80,80000,69,2008,NA,NA,NA,NA
"Goat Phase II","TX",-100.775864724138,31.9615813793103,29,69600,80,2009,NA,NA,NA,NA
"GobNob","IL",-89.628593,39.438492,1,900,70,2009,NA,NA,NA,NA
"Gold Hills Wind","OR",-120.642944,45.517933,1,0,NA,2021,NA,NA,NA,NA
"Golden Acorn Casino","CA",-116.351318,32.701496,1,1850,80,2014,NA,NA,NA,NA
"Golden Hills","CA",-121.632587104167,37.7156339583333,48,81600,80,2015,NA,NA,NA,NA
"Golden Hills (Oregon)","OR",-120.696549,45.53027754,50,197000,101,2022,NA,NA,NA,NA
"Golden Hills North","CA",-121.64045875,37.76968045,20,46000,80,2017,NA,NA,NA,NA
"Golden Plains","IA",-93.9879470365854,43.4125777682927,82,199820,85.5975609756098,2020,NA,NA,NA,NA
"Golden Spread Panhandle Wind Ranch","TX",-102.202635970588,35.2336543823529,34,78200,80,2011,NA,NA,NA,NA
"Golden Valley","ID",-113.91583925,42.43848175,8,12000,80,2011,NA,NA,NA,NA
"Golden West Wind Farm","CO",-104.229431117241,38.9975882965517,145,246500,80,2015,NA,NA,NA,NA
"Goldthwaite","TX",-98.4870359534884,31.388670627907,86,148600,80.1744186046512,2013,NA,NA,NA,NA
"Goodland I","IN",-87.4807427471264,40.6898336551724,87,130500,80,2008,NA,NA,NA,NA
"Goodnight I","TX",-101.324580724138,35.0509409310345,58,261000,82,2023,NA,NA,NA,NA
"Goodnoe Hills","WA",-120.52115612766,45.7818280638298,47,103400,85,2008,NA,NA,NA,NA
"Goodwell","OK",-101.6346479,36.52492494,100,200000,80,2015,NA,NA,NA,NA
"Gopher Creek Wind Farm","TX",-101.233633316456,32.8788416075949,79,158000,94,2019,NA,NA,NA,NA
"Gordon Butte","MT",-110.334039,46.4120921666667,6,9000,80,2012,NA,NA,NA,NA
"Goshen North","ID",-111.841525638554,43.4686723614458,83,124500,80,2010,NA,NA,NA,NA
"Grady","NM",-103.239730928571,34.8066693809524,84,220500,85,2019,NA,NA,NA,NA
"Grand Meadow","MN",-92.668400358209,43.6960441940299,67,108540,80,2008,NA,NA,NA,NA
"Grand Ridge","IL",-88.6971472424242,41.2277233333333,66,99000,80,2008,NA,NA,NA,NA
"Grand Ridge II","IL",-88.6881764411765,41.176539,34,51000,80,2009,NA,NA,NA,NA
"Grand Ridge III/IV","IL",-88.731690625,41.1856831,40,60000,80,2009,NA,NA,NA,NA
"Grande Prairie","NE",-98.47024943,42.610701295,200,400000,80,2016,NA,NA,NA,NA
